Названия строк;1;2;3;4;5;6;7;8;9;10;11;12
8591FBBF-11E1-11E6-93E5-005056A2384C;239;482;640;803;708;724;590;1 089;1 274;1 637;1 845;1 731
5331710E-89B3-11E4-9D36-005056020188;435;901;886;1 092;919;990;1 045;1 117;980;1 000;1 166;1 152
31793C14-E298-11E4-A937-005056020188;692;865;1 223;1 460;924;919;972;866;913;834;807;981
50FD10DD-5A6F-11E8-9C6C-005056A225F3;265;474;666;641;876;1 072;1 242;1 557;1 431;1 212;978;900
F9D1BB65-3C9D-4D65-9577-81CF7DA04BB7;172;200;222;286;673;1 407;974;840;1 329;1 217;1 392;2 311
5E6E6AF1-D88C-11E6-8C73-005056A2384C;248;896;1 096;851;760;956;928;748;1 170;930;1 195;860
Строительные материалы;;;;;;;;;;;;
87CFF456-53CA-11E6-B059-005056A2384C;10 640;14 986;17 942;19 834;19 579;25 077;24 975;26 072;27 864;26 474;26 436;30 090
81621037-4875-496A-992F-283C6CA6535F;6 565;10 046;16 496;21 254;18 092;17 634;17 214;19 801;19 085;16 271;18 369;17 697
00000000-0000-0000-0000-050984831839;7 339;11 496;13 380;16 397;13 085;14 204;14 079;18 681;16 261;18 942;19 544;27 541
00000000-0000-0000-0000-000146038888;5 757;7 518;9 441;12 290;12 634;14 912;16 258;17 098;15 520;13 708;12 838;14 832
BE90B98A-254F-11E9-90E2-005056A27BA9;3 184;4 132;5 849;7 791;5 400;10 411;11 346;8 592;10 510;9 151;10 607;10 457
38999A8D-8433-11E8-A7D5-005056A225F3;2 905;4 018;5 656;6 614;5 914;6 964;9 122;10 409;9 387;7 112;7 184;7 821
E41B2CA9-3AB0-4D8C-8FF2-E55D83ABD17A;1 121;1 480;2 778;4 438;3 358;4 642;5 181;5 910;5 057;5 780;5 482;9 566
B78CCBDC-32E7-46FE-95E0-95F4FF383937;1 811;3 037;3 159;3 608;2 623;3 128;4 706;6 101;7 104;5 503;5 909;5 668
0AB89BBA-B598-11E7-9B6C-005056A225F3;2 887;4 394;5 013;4 610;4 050;4 374;3 652;3 804;4 182;4 663;4 722;4 857
55E07A57-3ACE-4A14-BC11-FCA65555629E;900;1 120;1 871;4 146;3 386;4 351;5 449;6 305;5 878;5 520;5 167;5 881
96597DFB-6816-11E5-B1B7-00505602071E;2 716;2 946;4 636;4 148;2 004;4 189;2 828;3 702;4 384;4 568;6 073;6 425
3E4F8153-92E8-447B-AECD-E96516D9F8FE;1 175;1 909;3 162;3 224;2 627;4 071;4 044;4 519;4 482;4 873;4 228;4 306
ED4D2CAF-386F-4FD4-AE7C-C0192124DA5D;358;699;1 223;2 001;2 647;3 895;3 870;5 547;4 083;3 851;4 109;4 341
8912A19E-B01F-11E8-8635-005056A225F3;1 382;2 391;2 195;3 213;3 714;3 729;3 441;3 974;2 953;2 927;2 934;3 174
64EC49C7-A534-4497-ABE3-6EA93C08BFF1;1 153;1 635;2 142;2 436;2 232;2 766;3 206;3 299;2 921;3 375;3 161;3 655
02B43FC5-2629-11E9-90E2-005056A27BA9;1 031;1 221;1 849;1 330;735;1 003;1 886;2 764;3 072;3 007;5 117;6 688
629C7949-BBFF-11E8-8635-005056A225F3;333;439;824;1 880;2 031;3 721;4 374;4 940;3 611;2 495;1 923;1 295
966D3D37-F8E6-11E6-9DAF-005056A2384C;1 122;1 383;768;1 097;934;1 680;1 595;3 246;2 776;2 747;4 374;6 020
00000000-0000-0000-0000-000000000000;1 556;2 320;3 005;2 971;2 769;2 137;2 012;3 285;2 037;1 911;1 793;917
E4B79A44-D738-11E6-8C73-005056A2384C;126;210;239;995;1 605;3 006;3 894;4 727;3 710;3 815;2 082;1 168
0F5AE279-69F7-11E6-B059-005056A2384C;1 098;2 138;1 878;1 678;1 588;2 019;2 357;2 063;2 124;2 910;2 322;3 385
80941AB1-68A9-4985-8894-2C82B39D2B0D;;2;35;459;806;1 778;2 744;3 176;3 590;4 002;3 966;2 890
2B8B9DC3-211E-11E8-9C6C-005056A225F3;483;630;724;1 264;1 680;1 652;2 646;3 233;2 793;1 756;1 978;1 991
BB66AC62-B14C-4D16-B7F7-1CAFB8782A68;1 151;858;1 671;1 689;2 118;2 642;2 833;1 783;1 446;1 518;1 587;773
1AF24F91-CFC7-11E5-A152-00505602071E;;;7;17;82;1 494;1 832;3 149;3 253;3 789;3 252;2 867
884375E4-EFD3-4900-B8DB-E9BBEA29C7EB;469;612;1 082;1 237;1 460;1 736;1 923;2 480;3 552;1 547;1 572;1 475
00000000-0000-0000-0000-050338050087;1 761;945;1 041;1 203;1 308;2 114;1 482;2 099;2 362;1 430;1 378;1 880
CEA5EFD3-42FF-43CA-8673-AE8A9A51F6BE;390;837;1 018;1 190;1 027;1 189;1 161;1 703;1 328;2 201;2 554;2 956
80633FC3-BD9B-11E8-8635-005056A225F3;347;496;561;909;1 265;1 441;1 583;1 329;2 013;1 447;1 719;1 190
45426A54-67A1-4F3A-9C46-B74F3ACC9B40;483;729;866;1 136;1 225;1 627;1 655;1 042;1 583;1 013;1 193;1 301
D56D79DD-BD08-4414-A41C-570C9B583CC1;;;631;1 218;1 192;841;1 394;1 526;1 587;1 320;1 468;2 038
00000000-0000-0000-0000-051414132678;250;493;926;1 155;561;1 017;1 243;1 891;1 493;1 332;1 182;626
A6AD0707-EE8F-4595-AD9D-5AA1628F6800;605;773;838;999;840;1 174;1 047;951;1 107;942;1 091;1 417
8E20F48C-9D9A-4CEE-B1D4-39EA1A41F8CF;220;252;456;1 165;1 048;1 232;1 473;1 412;1 098;1 031;895;715
C1A04AAD-148E-403A-888C-BE350B097509;719;759;1 242;1 764;1 205;1 070;677;395;876;829;582;721
4FD59363-AA9D-11E7-9B6C-005056A225F3;605;721;844;783;740;950;761;1 040;927;684;1 033;1 641
23D64EFE-8129-11E5-B1B7-00505602071E;86;175;309;648;411;704;955;997;1 356;1 496;1 535;1 852
E12DD934-27D3-4A3C-8FCE-8D794E381C93;64;234;375;553;493;563;1 045;1 415;1 789;1 128;1 278;1 329
7C4D636D-63A0-11E6-B059-005056A2384C;429;663;789;913;653;1 039;908;938;819;776;744;977
2E9C33CE-6419-11E8-9A60-005056A225F3;202;23;12;1 026;295;111;13;5;22;688;2 758;4 138
75F34738-B6A2-45C0-ADD5-D5C1B3BC17CA;269;367;572;940;908;1 033;1 043;1 061;976;752;544;420
00000000-0000-0000-0000-050285630761;532;599;860;791;854;1 084;1 285;716;337;458;479;559
7F459571-9B09-11E8-A7D5-005056A225F3;315;697;698;842;676;755;953;678;888;676;423;541
CCC4C458-CB74-4D35-BDD0-6DDB9E2B9C2E;138;359;541;695;697;608;713;831;730;852;630;1 263
5E09A502-E7D3-4ED2-AC89-9E157DD21EA4;;93;269;450;202;84;574;1 261;1 222;1 324;1 209;1 367
881EA33D-1ABA-11E8-9C6C-005056A225F3;;12;316;531;829;983;1 209;1 005;836;698;637;653
4F79B4EE-80C1-11E6-B059-005056A2384C;487;415;555;663;518;678;806;901;648;1 007;614;215
00000000-0000-0000-0000-050507352084;;;;;;;;;1 034;1 631;2 152;2 593
12710E45-A64A-45E4-970C-DC737D73CC5C;153;141;273;341;382;593;726;943;1 021;933;896;993
2A739DEC-7F36-4778-BA4D-01E5876EF959;108;191;206;453;612;816;633;1 125;1 153;959;627;511
Автогаражное оборудование;;;;;;;;;;;;
0F5AE279-69F7-11E6-B059-005056A2384C;5 220;9 944;12 130;14 264;10 721;15 027;16 311;17 912;17 397;16 068;17 299;22 875
00000000-0000-0000-0000-000000000000;6 746;10 914;13 780;15 634;11 476;12 883;8 713;13 799;11 946;5 530;4 797;2 383
9A23B52A-207F-11E9-90E2-005056A27BA9;3 290;4 585;5 083;5 295;5 375;7 550;7 410;8 456;9 224;8 638;10 739;12 068
E9EAD8D7-5C64-11E5-A8FB-00505602071E;2 179;3 106;4 109;6 479;7 481;7 223;6 582;6 084;5 946;5 627;5 447;6 842
45426A54-67A1-4F3A-9C46-B74F3ACC9B40;2 778;3 511;4 506;7 171;5 247;4 414;5 103;5 162;5 805;6 623;6 630;5 698
B4CAD739-2BE1-11E7-8B42-005056A225F3;2 442;4 712;5 150;6 129;4 884;5 991;4 684;6 333;4 811;5 170;4 482;6 013
64EC49C7-A534-4497-ABE3-6EA93C08BFF1;3 322;5 708;5 442;4 732;3 658;4 351;4 806;3 141;4 435;4 733;4 407;4 855
2D309556-07D3-4C2D-8551-5F7973476DD9;2 508;3 339;4 691;4 761;4 563;5 012;4 276;4 570;4 195;4 448;5 170;5 544
846E05A0-36DE-11E6-B059-005056A2384C;2 686;3 463;5 066;5 809;4 815;4 797;3 843;3 487;3 300;3 692;5 023;4 396
0AEC4ACE-CD2D-4AA6-B5F3-75955DB1536C;2 351;3 152;3 588;5 478;4 173;3 948;3 677;4 768;4 364;4 699;4 680;4 888
B0C94450-2A88-11E7-8B42-005056A225F3;1 888;3 148;4 184;5 625;4 208;4 374;3 858;4 144;3 754;4 547;4 764;4 915
51B23434-0812-4F09-B204-75C4BFCA998C;1 406;2 425;2 656;4 230;2 883;3 592;3 792;3 801;4 204;4 228;5 388;6 364
00000000-0000-0000-0000-000025535643;1 778;2 542;3 375;4 020;3 372;3 410;3 575;3 997;3 355;3 361;3 067;3 434
00000000-0000-0000-0000-050076565128;1 220;2 884;3 730;3 369;3 103;3 836;3 210;3 617;2 891;2 799;3 220;3 879
96597DFB-6816-11E5-B1B7-00505602071E;1 631;2 081;2 786;3 414;2 696;2 709;3 025;3 046;3 057;3 233;3 478;4 225
31793C14-E298-11E4-A937-005056020188;2 210;2 766;3 495;3 629;2 848;2 909;2 711;2 541;2 744;2 832;3 115;3 231
C5E56044-0974-47D2-81BF-8DACCFE50AA6;4 217;3 990;3 271;3 281;2 502;2 176;1 947;2 144;2 306;2 556;2 736;3 627
F8EB29DF-1C0A-11E6-9D6C-005056A2384C;1 723;2 309;3 045;3 104;2 722;3 089;3 025;3 240;3 029;2 980;3 067;3 158
9EB4419A-BBF6-4C95-A065-F4300B8E6D73;1 134;2 163;2 437;2 972;2 630;3 541;3 139;3 220;2 887;3 021;2 661;3 757
7F459571-9B09-11E8-A7D5-005056A225F3;1 239;2 294;2 104;2 618;3 011;2 808;2 667;3 026;2 571;2 367;2 703;4 042
2CD66C95-C3EE-11E4-9D36-005056020188;1 073;2 198;2 298;3 411;2 330;3 721;2 116;2 594;2 991;2 639;2 365;3 052
8591FBBF-11E1-11E6-93E5-005056A2384C;1 498;2 426;3 276;3 314;2 626;2 519;1 960;1 959;2 666;2 778;2 664;2 705
00000000-0000-0000-0000-000000808550;90;559;628;1 095;1 372;1 410;1 901;3 274;3 548;3 933;5 200;5 879
4444647F-4C2C-11E7-93EC-005056A225F3;1 305;2 110;2 426;2 829;2 732;2 799;2 275;2 527;2 163;1 964;2 338;3 003
DF0525E4-7B3F-491D-A683-19CECA24799E;1 201;1 666;2 188;2 610;2 276;2 536;2 327;2 887;2 286;2 357;2 519;2 674
3E4F8153-92E8-447B-AECD-E96516D9F8FE;1 709;2 274;1 760;2 005;2 143;2 329;2 306;2 832;2 715;2 392;1 921;2 994
A7569BB4-9A0A-11E7-B91E-005056A225F3;1 823;2 375;2 184;2 335;1 914;1 730;1 570;1 659;1 804;2 142;1 947;4 137
ABE5EC6E-0218-4E25-A692-7DFB08368339;273;1 810;2 746;2 367;946;1 669;3 293;2 814;1 239;1 609;3 123;2 687
B548F6A4-B3F6-4E85-80EC-3F54A39BEC65;1 432;1 534;2 048;2 219;2 105;2 099;2 088;2 311;1 927;1 706;1 703;2 210
5BFC7AE5-20F7-4B77-A76E-8F5AAEC020D2;1 235;1 634;1 849;1 906;2 119;2 287;2 068;2 209;1 897;1 961;1 863;1 829
6166666F-1172-11E4-A274-005056020134;795;1 067;1 682;1 514;1 584;1 795;1 460;1 389;2 067;2 886;3 297;3 151
E177B4CF-0AA8-11E9-84EC-005056A27BA9;1 180;896;1 220;2 853;2 057;2 002;2 148;2 068;1 456;1 584;2 011;2 131
21E70EB8-CD03-11E6-8C73-005056A2384C;801;1 286;1 495;1 971;1 960;1 582;1 680;1 838;1 656;2 159;1 981;1 939
E4B79A44-D738-11E6-8C73-005056A2384C;1 316;1 828;1 952;1 682;1 465;1 743;1 416;1 194;1 633;1 752;1 541;1 771
00000000-0000-0000-0000-050144018314;1 165;1 350;1 660;2 030;1 616;1 211;1 336;1 403;1 635;2 257;1 782;1 674
00000000-0000-0000-0000-000000006781;1 095;804;831;1 245;1 390;1 484;1 672;1 981;1 374;2 000;2 248;2 260
9B71E86E-D5CA-11E8-9731-005056A27BA9;603;1 062;1 834;1 843;1 141;1 370;1 651;1 691;1 898;1 252;1 237;1 401
00000000-0000-0000-0000-050258290258;995;1 282;1 634;1 695;1 554;1 201;1 054;1 798;1 622;1 496;1 317;867
9C09437B-FD32-4A87-901B-6F28C3451B25;880;1 472;1 487;2 031;1 379;1 519;1 477;944;720;763;913;1 283
4B0DCC2D-679A-11E7-93EC-005056A225F3;992;1 493;1 163;856;1 446;1 773;1 346;1 017;1 002;1 005;1 185;1 557
2EEB28A0-AA9B-42C2-9C2E-5DB7D46CB084;577;450;1 035;1 818;1 527;1 477;1 167;1 112;1 248;948;924;1 510
C1B3EFAE-7B6F-413A-9225-8C025A29B0AE;157;249;613;1 139;1 077;1 029;1 062;1 672;2 296;2 499;1 505;187
5331710E-89B3-11E4-9D36-005056020188;2 534;1 035;1 432;1 338;956;732;740;706;868;1 079;813;944
58559F81-ADB0-4B6F-963F-530D4B932F57;191;699;1 340;1 195;921;835;867;954;1 129;1 866;1 747;1 242
00000000-0000-0000-0000-000186000186;318;481;687;836;663;996;969;1 817;1 617;1 446;1 627;1 520
00000000-0000-0000-0000-050415041855;881;865;649;756;802;1 060;956;1 246;824;1 101;1 500;2 336
0FCE2D67-4AC6-11E7-93EC-005056A225F3;306;585;895;935;978;1 418;1 167;1 408;1 462;1 206;1 425;1 182
B94C8823-DCFC-11E8-9731-005056A27BA9;577;735;883;1 015;1 066;1 328;1 233;1 239;1 020;1 195;1 175;1 460
04FA03BA-C37E-43A8-BFAE-BA9D452E4DB3;783;1 214;1 433;1 373;1 114;1 090;875;742;843;1 097;818;726
6A86153E-4B69-4D4A-9F01-61F6AE135012;336;930;781;997;840;828;766;1 280;1 077;2 015;994;984
Складское оборудование;;;;;;;;;;;;
E849D57F-A041-11E6-B059-005056A2384C;6 255;8 797;9 869;14 108;12 030;11 757;13 542;16 143;16 512;16 116;13 478;16 009
00000000-0000-0000-0000-000022537177;4 659;9 164;10 870;6 932;6 973;7 983;6 926;8 184;9 097;8 500;7 576;10 034
6105F9FD-5025-4098-B535-3A1CADC9BE7C;174;2 866;6 056;7 324;6 313;6 104;5 317;9 311;8 810;13 833;13 262;15 228
C46BFA62-1DB0-11E6-9D6C-005056A2384C;4 808;6 701;7 610;7 791;7 206;7 750;7 881;9 810;7 098;7 711;7 834;6 807
00000000-0000-0000-0000-050576355004;1 661;3 014;3 145;3 261;3 702;4 590;4 528;4 481;4 439;4 226;4 333;5 382
0945F526-0AFE-11E7-9846-005056A2384C;263;197;1 116;1 369;984;1 691;2 110;4 584;7 867;4 856;8 186;7 750
9B89E963-B5F0-4CEC-82B2-142C7AB8AA29;1 302;3 403;2 962;3 417;3 339;3 627;3 503;3 140;2 801;3 671;3 413;5 195
2F220476-7966-11E5-B1B7-00505602071E;1 449;1 876;2 872;2 676;2 286;2 013;2 125;2 501;2 720;2 833;3 558;4 341
04F4410D-F32E-488A-8DA3-B5F47D6E73ED;1 310;2 004;2 266;2 214;2 020;2 661;2 635;2 795;3 137;2 450;2 534;2 165
96597DFB-6816-11E5-B1B7-00505602071E;1 297;2 511;2 034;2 070;1 751;2 279;1 858;1 581;2 049;2 404;2 657;3 320
B718740D-CDB4-11E6-8C73-005056A2384C;460;1 749;1 674;2 083;1 238;1 676;2 069;2 307;3 001;3 290;2 637;2 961
2C65C94D-168B-11E5-9252-0050560205C4;794;1 680;1 872;2 072;1 816;1 986;2 133;2 066;2 399;1 956;1 875;2 640
8D61FFA6-332E-11E4-9F3E-005056020188;661;1 467;1 540;2 058;1 791;2 076;2 024;1 986;1 921;1 991;2 114;3 288
FB51968E-0124-4F59-BC60-97DC4A655712;593;736;1 452;1 875;1 573;1 560;2 264;1 788;2 682;1 858;2 617;3 154
00000000-0000-0000-0000-000144214697;672;985;1 197;1 486;1 419;1 455;1 102;1 389;1 230;1 655;1 518;1 513
45426A54-67A1-4F3A-9C46-B74F3ACC9B40;857;1 650;1 331;1 694;1 232;1 239;1 346;1 517;1 190;1 166;1 144;1 187
C6BB0FE8-D2FA-4C7D-AD56-2818B4544C8A;225;159;133;26;825;1 338;1 622;2 748;908;2 064;1 995;3 228
8BFC6A61-F2B5-11E6-898D-005056A2384C;274;755;1 102;1 220;778;969;1 100;1 178;1 250;1 373;1 284;1 553
6E31BD96-A121-11E8-86AD-005056A225F3;278;496;648;806;1 004;1 115;1 318;1 795;1 409;1 200;878;1 273
06B7B5C1-A81D-11E7-9B6C-005056A225F3;478;655;604;895;1 125;766;1 279;1 245;1 299;982;775;907
E4B79A44-D738-11E6-8C73-005056A2384C;555;633;905;761;914;1 001;793;1 079;936;970;858;800
00000000-0000-0000-0000-000000000000;1 076;1 720;1 631;1 427;943;552;339;467;673;468;312;476
00000000-0000-0000-0000-050985009373;786;853;860;848;819;1 111;676;767;965;690;788;866
30C79DED-C957-4FC5-91B8-4F0F0E57DB0F;631;968;931;1 059;1 095;938;672;691;601;682;632;895
5A67AB63-7644-4D70-A4D3-1E0504B4E869;;;;;;403;1 051;1 708;1 648;1 122;1 470;1 283
00000000-0000-0000-0000-050144018314;576;724;835;732;681;428;504;534;430;709;629;557
8BDFAD5A-B3D1-4F98-B4FF-F8BE365A61AF;;926;180;26;10;538;431;762;1 524;1 300;907;452
EF552118-E6DA-41DF-94FA-C290A0539850;6;;;2;6;14;5;358;1 292;1 503;1 876;1 993
31793C14-E298-11E4-A937-005056020188;483;559;707;605;432;554;404;776;646;526;699;586
64F6AB2D-72DB-4339-8D1D-BFE759AF8571;726;418;276;518;555;552;450;570;696;561;875;618
1212C2D0-3768-11E8-9C6C-005056A225F3;206;541;709;354;171;456;488;715;733;606;568;902
00000000-0000-0000-0000-000000427101;240;423;482;618;524;592;788;628;703;481;433;410
7366D5B2-0773-11E9-84EC-005056A27BA9;216;336;681;509;431;298;313;157;230;634;356;943
B8753202-943E-4053-BA88-BF2AA049C732;275;297;73;302;340;371;558;423;413;523;687;434
87CFF456-53CA-11E6-B059-005056A2384C;100;219;257;869;488;439;320;216;141;359;237;560
64EC49C7-A534-4497-ABE3-6EA93C08BFF1;190;335;508;409;355;398;296;273;185;361;418;468
00000000-0000-0000-0000-000024155877;130;198;331;303;243;371;352;346;470;311;312;407
13705DD9-DBF9-4806-AC91-5DAAAB727860;40;71;68;117;143;310;415;441;468;451;556;637
CA514434-8E96-11E5-A564-00505602071E;55;257;367;425;394;405;399;467;270;287;128;122
AD8C41FA-51BE-11E8-9C6C-005056A225F3;119;203;235;346;420;341;353;397;243;212;285;299
31C10D56-1A60-11E9-90E2-005056A27BA9;166;236;296;425;368;323;295;229;125;231;256;372
00000000-0000-0000-0000-050410001138;59;74;265;195;149;380;142;387;391;380;371;371
06EA18FC-DCE3-11E8-9731-005056A27BA9;22;93;33;20;15;3;900;18;51;87;1 453;361
CEA5EFD3-42FF-43CA-8673-AE8A9A51F6BE;113;77;141;350;109;92;410;310;391;259;345;445
B4CAD739-2BE1-11E7-8B42-005056A225F3;154;235;212;279;267;227;258;258;218;279;213;314
FE0BC480-EBD8-4DB3-9FFC-46D516D8B817;25;39;53;93;86;219;224;418;409;460;395;404
582DB386-2E98-418C-A722-FC0859A4AFF0;59;51;78;183;200;224;268;133;482;439;240;369
031E3AC8-B73A-4927-BF0E-10C0E3546036;115;73;240;431;158;116;170;276;371;111;194;355
C2098488-7A43-436B-A9F4-D2DD331CD160;34;116;161;294;202;224;160;124;213;223;234;607
D1E2DC64-A46D-11E8-86AD-005056A225F3;;;;;;;;5;170;325;804;1 176
Клининговое оборудование;;;;;;;;;;;;
45426A54-67A1-4F3A-9C46-B74F3ACC9B40;5 419;8 197;11 763;14 820;9 183;8 350;7 201;8 621;6 834;8 048;7 494;8 724
00000000-0000-0000-0000-050810068924;1 019;1 371;2 018;3 803;4 522;6 488;6 689;7 136;5 871;6 474;9 583;13 361
628B4174-4A25-11E9-99D9-C69417C43C93;3 218;5 338;6 266;6 222;4 636;5 184;4 884;5 352;6 226;5 764;6 244;6 678
00000000-0000-0000-0000-000154757344;2 287;3 534;3 495;4 468;4 174;3 804;3 877;3 785;4 323;5 160;5 331;6 059
46BDAB9D-5D1D-11E5-A8FB-00505602071E;3 153;4 022;4 934;4 677;3 614;3 580;3 768;3 663;3 615;3 704;3 867;4 120
25397CD5-1B92-11E7-8B42-005056A225F3;2 033;3 828;4 838;6 471;3 966;4 460;3 426;3 831;3 458;3 327;3 334;2 876
3E4F8153-92E8-447B-AECD-E96516D9F8FE;1 916;2 471;3 516;2 667;3 532;4 021;3 815;4 062;4 285;4 667;4 695;5 693
D00BB151-D6D0-11E5-B8A0-00505602071E;4 049;4 166;2 060;40;24;69;13;18;469;3 138;10 675;18 345
E849D57F-A041-11E6-B059-005056A2384C;495;1 347;2 680;3 043;4 223;5 115;4 051;3 963;3 592;4 354;5 375;4 763
E9EAD8D7-5C64-11E5-A8FB-00505602071E;1 793;2 305;2 728;3 312;2 796;3 207;3 516;3 897;4 174;4 163;4 243;4 739
96597DFB-6816-11E5-B1B7-00505602071E;1 985;2 723;3 194;3 889;3 278;3 803;3 203;4 271;4 035;3 093;2 859;3 835
1212C2D0-3768-11E8-9C6C-005056A225F3;1 329;1 702;2 551;2 668;2 410;3 132;2 435;2 991;2 385;1 916;1 992;2 742
B10E6AB4-5802-4FBB-9809-934E5376754B;700;991;1 608;2 771;2 409;2 256;2 059;2 660;3 329;1 971;2 998;3 312
00000000-0000-0000-0000-000000676452;729;1 212;1 651;1 694;1 374;1 175;933;1 076;1 157;1 398;1 425;1 567
C2A7B77A-68B9-4637-8F69-1CF5BEE37453;960;1 509;1 744;1 569;1 396;1 521;1 303;1 187;743;635;688;960
1503DF22-3A98-11E9-99D9-C69417C43C93;395;726;1 227;1 394;787;1 335;849;1 256;1 733;982;1 149;1 773
901B2C3C-09C7-4FF3-A5DC-4CFEA10068DC;20;50;145;293;257;945;1 251;1 290;1 957;1 995;2 170;2 897
AC25FC78-1DB7-4732-B431-64D380BD2AA8;746;762;1 410;1 446;982;898;900;1 523;806;1 006;842;865
FE0BC480-EBD8-4DB3-9FFC-46D516D8B817;132;309;306;465;627;704;1 013;913;1 904;1 532;1 400;1 771
51FE4390-0110-11E8-A79F-005056A225F3;278;409;632;641;596;570;1 147;1 077;1 434;1 646;1 248;1 319
1365443D-9F9A-41CA-BD5C-A7327D081B1C;;;;;;;93;273;1 519;1 914;2 269;4 321
531F1DDC-EF6F-11E6-898D-005056A2384C;446;657;818;773;662;700;1 030;1 151;743;778;977;1 071
8912A19E-B01F-11E8-8635-005056A225F3;1 112;1 090;651;539;487;826;1 078;560;326;733;635;1 655
00000000-0000-0000-0000-000025017860;453;655;880;855;703;651;675;717;847;813;993;1 040
FB9DBFAC-004B-11E5-BADB-0050560205C4;644;810;981;911;694;757;762;676;705;627;796;744
00000000-0000-0000-0000-050576355004;228;326;358;841;779;782;861;623;844;1 019;837;1 293
2C48B5F2-138F-11E6-93E5-005056A2384C;455;450;792;1 003;605;751;509;743;753;578;851;1 130
0945F526-0AFE-11E7-9846-005056A2384C;199;216;287;355;434;565;742;1 570;1 163;1 214;915;906
BDA865E3-D81B-4B4F-831B-4C818A8DCF72;53;112;160;276;272;325;719;1 140;1 066;1 238;1 102;1 186
00000000-0000-0000-0000-000000000000;383;373;442;337;884;427;587;985;406;643;691;1 202
9A23B52A-207F-11E9-90E2-005056A27BA9;134;274;435;728;486;748;740;910;538;998;700;491
81621037-4875-496A-992F-283C6CA6535F;74;54;351;692;674;953;1 114;701;784;845;447;447
00000000-0000-0000-0000-000036249788;395;370;314;325;278;216;343;850;889;833;756;1 120
31793C14-E298-11E4-A937-005056020188;314;440;520;579;417;598;503;658;525;506;631;722
0ED106BF-1FAE-11E9-90E2-005056A27BA9;387;306;357;554;327;468;466;492;490;688;718;861
62158960-979D-11E7-B91E-005056A225F3;218;461;537;546;673;814;420;843;326;377;283;456
EF552118-E6DA-41DF-94FA-C290A0539850;211;456;348;241;293;217;273;453;616;787;744;1 242
4444647F-4C2C-11E7-93EC-005056A225F3;188;222;375;542;557;718;568;542;566;348;428;376
42D0F72C-CD35-11E8-8635-005056A225F3;145;251;351;611;486;507;541;436;518;307;362;396
EBF43672-C554-11E7-BC22-005056A225F3;13;14;305;538;648;669;847;611;217;139;149;160
00000000-0000-0000-0000-050436687862;;;;;;;;;;;400;3 841
BE536C1E-6BDF-4C72-ADD0-D7CE02301C5F;;;;;;196;14;342;794;738;690;957
53907A09-9C97-11E8-A7D5-005056A225F3;241;212;173;230;147;173;305;347;483;431;367;259
E64C0997-0A66-4D62-9DEA-9C996D3EF7EC;177;179;294;251;301;306;313;277;310;336;267;304
629C7949-BBFF-11E8-8635-005056A225F3;67;82;149;230;253;367;403;603;315;270;270;288
5ACE8206-2654-4B17-8B98-252DF871A7C3;;;;;;;39;316;339;722;373;1 464
4FD59363-AA9D-11E7-9B6C-005056A225F3;325;156;148;390;81;104;135;515;220;351;343;374
FAADF652-AEF3-4B2C-940C-7610941A4406;175;141;227;271;244;306;349;334;231;264;234;310
8A0EE010-3CD2-11E4-9F3E-005056020188;;;84;121;115;71;64;167;230;428;563;1 018
B718740D-CDB4-11E6-8C73-005056A2384C;14;37;114;209;245;308;303;345;240;377;288;371
Станки;;;;;;;;;;;;
2E20E09B-78EE-11E6-B059-005056A2384C;7 374;9 061;11 603;14 630;14 658;13 111;11 336;9 164;9 453;10 406;10 452;10 143
30AEAA9A-4396-11E6-B059-005056A2384C;3 645;6 108;6 912;7 679;5 312;5 716;5 308;5 417;6 832;5 810;7 022;9 525
96597DFB-6816-11E5-B1B7-00505602071E;4 484;5 696;5 347;5 540;4 672;5 038;5 196;4 853;5 002;5 552;6 451;6 976
00000000-0000-0000-0000-000023258156;3 954;4 605;5 900;4 888;4 849;5 083;4 486;5 219;4 630;5 250;4 995;6 525
00000000-0000-0000-0000-050082459538;1 365;3 678;5 008;5 812;4 506;4 170;3 663;3 670;3 903;4 448;4 722;5 074
45426A54-67A1-4F3A-9C46-B74F3ACC9B40;2 441;3 554;3 403;3 984;3 111;3 247;3 193;2 906;2 724;2 707;2 532;3 093
00000000-0000-0000-0000-051700157529;1 765;2 512;2 694;2 809;2 715;2 282;2 526;2 779;3 386;3 739;3 760;4 157
D813892B-D455-11E3-A316-005056020025;1 186;1 733;1 873;2 263;2 245;2 590;2 192;2 687;2 449;2 172;1 627;2 627
00000000-0000-0000-0000-000000676452;1 016;1 500;2 031;2 126;1 749;1 564;1 592;2 019;2 044;2 292;2 246;2 273
E0F4899C-A65C-4149-BEA0-43B152961052;;;;;;;367;3 746;4 066;3 057;3 231;3 746
788EC365-0FCD-462E-9B09-035E65BA9CCA;1 944;2 835;1 665;490;963;1 144;1 052;1 634;1 434;1 541;1 330;1 560
0ED106BF-1FAE-11E9-90E2-005056A27BA9;912;1 142;1 437;1 491;1 122;1 105;1 106;1 112;1 113;1 365;1 473;1 801
ACFB967D-1ACE-4E21-B11A-E221AAC1B189;489;828;723;1 305;1 158;1 661;1 504;1 542;1 281;1 275;1 424;1 357
FAADF652-AEF3-4B2C-940C-7610941A4406;932;1 027;1 212;1 327;1 060;919;697;832;976;1 469;1 330;1 771
